trans_id,prod_upc,cust_id,trans_timestamp,trans_year,trans_month,trans_day,trans_hour,trans_quantity,cust_age,cust_state,prod_price,prod_title,prod_category,prod_animal_type,total_sales
10303215,7.33427E+11,1003812,30:20.6,2021,3,6,6,2,27,Maryland,18.95,Yum Fish-Dish,food,cat,37.9
10303215,4.69757E+11,1003812,30:20.6,2021,3,6,6,1,27,Maryland,35.99,Kitty Climber,toy,cat,35.99
10303245,5.75411E+11,1003837,46:00.3,2021,3,6,6,1,28,New York,21.95,Chomp-a Plush,toy,dog,21.95
10303256,9.69569E+11,1003846,49:48.0,2021,3,6,6,1,39,New York,32.99,Foozy Mouse,toy,cat,32.99
10303182,1.00469E+11,1003782,12:09.5,2021,3,6,6,1,38,California,18.95,Tuna Tasties,treat,cat,18.95
10303244,4.69757E+11,1003836,16:24.2,2021,3,6,6,1,31,New York,35.99,Kitty Climber,toy,cat,35.99
10303244,2.42314E+11,1003836,16:24.2,2021,3,6,6,2,31,New York,65.99,Reddy Beddy,bedding,dog,131.98
10303179,8.45773E+11,1003780,40:18.6,2021,3,6,6,1,24,Pennsylvania,12.99,Purr Mix,food,cat,12.99
10303203,7.33427E+11,1003802,05:06.0,2021,3,6,6,1,32,Pennsylvania,18.95,Yum Fish-Dish,food,cat,18.95
10303183,7.19638E+11,1003783,22:35.4,2021,3,6,6,2,37,New York,72.99,Cat Cave,bedding,cat,145.98
10303275,7.33427E+11,1003442,52:39.6,2021,3,7,7,1,24,Hawaii,18.95,Yum Fish-Dish,food,cat,18.95
10303331,8.32879E+11,1003907,15:28.3,2021,3,7,7,1,27,New York,45.99,Snoozer Hammock,bedding,cat,45.99
10303331,9.69569E+11,1003907,15:28.3,2021,3,7,7,3,27,New York,32.99,Foozy Mouse,toy,cat,98.97
10303257,1.00469E+11,1003847,23:46.8,2021,3,7,7,1,35,New York,18.95,Tuna Tasties,treat,cat,18.95
10303325,5.75411E+11,1003902,53:09.0,2021,3,7,7,1,24,South Carolina,21.95,Chomp-a Plush,toy,dog,21.95
10303325,7.33427E+11,1003902,53:09.0,2021,3,7,7,1,24,South Carolina,18.95,Yum Fish-Dish,food,cat,18.95
10303299,7.04773E+11,1002507,55:46.9,2021,3,7,7,1,39,Florida,35.98,Scratchy Post,toy,cat,35.98
10303299,8.32879E+11,1002507,55:46.9,2021,3,7,7,1,39,Florida,45.99,Snoozer Hammock,bedding,cat,45.99
10303299,1.4016E+11,1002507,55:46.9,2021,3,7,7,2,39,Florida,48.95,Snoozer Essentails,bedding,dog,97.9
10303308,5.75411E+11,1003889,02:13.2,2021,3,7,7,1,22,Pennsylvania,21.95,Chomp-a Plush,toy,dog,21.95
10303309,5.75411E+11,1003890,05:32.1,2021,3,7,7,1,30,New York,21.95,Chomp-a Plush,toy,dog,21.95
10303284,3.74613E+11,1003869,12:18.6,2021,3,7,7,2,36,California,10.97,Chewie Dental,treat,dog,21.94
10303264,9.69569E+11,1003853,31:18.2,2021,3,7,7,2,22,Pennsylvania,32.99,Foozy Mouse,toy,cat,65.98
10303283,7.04773E+11,1003868,39:15.0,2021,3,7,7,3,27,Minnesota,35.98,Scratchy Post,toy,cat,107.94
10303283,8.45773E+11,1003868,39:15.0,2021,3,7,7,1,27,Minnesota,12.99,Purr Mix,food,cat,12.99
10303327,5.75411E+11,1003904,45:43.2,2021,3,7,7,1,23,Maryland,21.95,Chomp-a Plush,toy,dog,21.95
10303335,7.17036E+11,1003911,46:14.8,2021,3,7,7,1,32,New York,60.99,Reddy Beddy,bedding,dog,60.99
10303335,7.04773E+11,1003911,46:14.8,2021,3,7,7,2,32,New York,35.98,Scratchy Post,toy,cat,71.96
10303335,8.32879E+11,1003911,46:14.8,2021,3,7,7,1,32,New York,45.99,Snoozer Hammock,bedding,cat,45.99
10303289,8.45773E+11,1003874,52:42.1,2021,3,7,7,1,30,California,12.99,Purr Mix,food,cat,12.99
10303292,2.87664E+11,1003876,53:59.2,2021,3,7,7,1,39,California,9.95,All Veggie Yummies,treat,dog,9.95
10303310,1.00469E+11,1002944,08:10.3,2021,3,7,7,2,26,New Jersey,18.95,Tuna Tasties,treat,cat,37.9
10303311,7.04773E+11,1003891,22:45.2,2021,3,7,7,1,23,Utah,35.98,Scratchy Post,toy,cat,35.98
10303279,7.33427E+11,1001809,37:19.7,2021,3,7,7,1,38,Pennsylvania,18.95,Yum Fish-Dish,food,cat,18.95
10303279,7.04773E+11,1001809,37:19.7,2021,3,7,7,1,38,Pennsylvania,35.98,Scratchy Post,toy,cat,35.98
10303279,7.04773E+11,1001809,37:19.7,2021,3,7,7,3,38,Pennsylvania,35.98,Scratchy Post,toy,cat,107.94
10303279,1.00469E+11,1001809,37:19.7,2021,3,7,7,1,38,Pennsylvania,18.95,Tuna Tasties,treat,cat,18.95
10303307,7.33427E+11,1003454,38:29.4,2021,3,7,7,1,23,Pennsylvania,18.95,Yum Fish-Dish,food,cat,18.95
10303307,2.42314E+11,1003454,38:29.4,2021,3,7,7,1,23,Pennsylvania,65.99,Reddy Beddy,bedding,dog,65.99
10303312,7.19638E+11,1003892,41:13.5,2021,3,7,7,3,35,New York,72.99,Cat Cave,bedding,cat,218.97
10303303,7.19638E+11,1003885,47:56.8,2021,3,7,7,1,42,Arizona,72.99,Cat Cave,bedding,cat,72.99
10303314,3.74613E+11,1002543,58:29.5,2021,3,7,7,1,36,New York,10.97,Chewie Dental,treat,dog,10.97
10303317,1.4016E+11,1003896,00:58.5,2021,3,7,7,2,23,New York,48.95,Snoozer Essentails,bedding,dog,97.9
10303317,7.19638E+11,1003896,00:58.5,2021,3,7,7,2,23,New York,72.99,Cat Cave,bedding,cat,145.98
10303317,7.17036E+11,1003896,00:58.5,2021,3,7,7,1,23,New York,60.99,Reddy Beddy,bedding,dog,60.99
10303304,2.42314E+11,1003886,01:29.3,2021,3,7,7,1,30,Pennsylvania,65.99,Reddy Beddy,bedding,dog,65.99
10303304,2.42314E+11,1003886,01:29.3,2021,3,7,7,2,30,Pennsylvania,65.99,Reddy Beddy,bedding,dog,131.98
10303258,2.42314E+11,1003848,15:09.4,2021,3,7,7,1,30,New Jersey,65.99,Reddy Beddy,bedding,dog,65.99
10303263,5.75411E+11,1003852,17:13.1,2021,3,7,7,1,25,Texas,21.95,Chomp-a Plush,toy,dog,21.95
10303263,4.69757E+11,1003852,17:13.1,2021,3,7,7,1,25,Texas,35.99,Kitty Climber,toy,cat,35.99
10303298,3.44539E+11,1003642,21:22.1,2021,3,7,7,1,42,Pennsylvania,19.99,Feline Fix Mix,treat,cat,19.99
10303288,3.44539E+11,1003873,21:39.1,2021,3,7,7,1,27,Pennsylvania,19.99,Feline Fix Mix,treat,cat,19.99
10303293,7.33427E+11,1003877,23:15.7,2021,3,7,7,1,45,New York,18.95,Yum Fish-Dish,food,cat,18.95
10303302,2.87664E+11,1003884,23:36.0,2021,3,7,7,1,46,New York,9.95,All Veggie Yummies,treat,dog,9.95
10303302,6.21046E+11,1003884,23:36.0,2021,3,7,7,2,46,New York,22.99,Tug-a-Back,toy,dog,45.98
10303294,2.42314E+11,1003878,27:36.1,2021,3,7,7,1,34,Minnesota,65.99,Reddy Beddy,bedding,dog,65.99
10303266,5.75411E+11,1003855,27:58.0,2021,3,7,7,6,44,New York,21.95,Chomp-a Plush,toy,dog,131.7
10303286,9.04582E+11,1003871,28:18.5,2021,3,7,7,1,31,Florida,12.97,Whole Chemistry Recipe,food,dog,12.97
10303265,3.44934E+11,1003854,29:38.4,2021,3,7,7,1,26,New York,24.95,Fetch Blaster,toy,dog,24.95
10303300,3.44539E+11,1003882,30:54.0,2021,3,7,7,1,26,New York,19.99,Feline Fix Mix,treat,cat,19.99
10303262,3.44539E+11,1003851,47:31.3,2021,3,7,7,2,39,Illinois,19.99,Feline Fix Mix,treat,cat,39.98
10303262,73201504044,1003851,47:31.3,2021,3,7,7,1,39,Illinois,18.95,Purrfect Puree,treat,cat,18.95
10303274,2.42314E+11,1003862,47:36.7,2021,3,7,7,2,20,New York,65.99,Reddy Beddy,bedding,dog,131.98
10303281,1.4016E+11,1003866,50:35.3,2021,3,7,7,1,28,Texas,48.95,Snoozer Essentails,bedding,dog,48.95
10303261,5.21244E+11,1003850,51:50.9,2021,3,7,7,2,41,New Jersey,54.95,Reddy Beddy,bedding,dog,109.9
10303261,8.45773E+11,1003850,51:50.9,2021,3,7,7,1,41,New Jersey,12.99,Purr Mix,food,cat,12.99
10303334,9.69569E+11,1003910,52:34.8,2021,3,7,7,2,34,Maryland,32.99,Foozy Mouse,toy,cat,65.98
10303280,3.44539E+11,1003865,04:02.5,2021,3,7,7,1,31,New York,19.99,Feline Fix Mix,treat,cat,19.99
10303280,5.75411E+11,1003865,04:02.5,2021,3,7,7,1,31,New York,21.95,Chomp-a Plush,toy,dog,21.95
10303280,1.00469E+11,1003865,04:02.5,2021,3,7,7,1,31,New York,18.95,Tuna Tasties,treat,cat,18.95
10303290,8.45773E+11,1003226,05:23.5,2021,3,7,7,2,34,Colorado,12.99,Purr Mix,food,cat,25.98
10303273,7.33427E+11,1003861,11:09.5,2021,3,7,7,1,29,New York,18.95,Yum Fish-Dish,food,cat,18.95
10303318,5.21244E+11,1001236,15:42.2,2021,3,7,7,1,27,West Virginia,54.95,Reddy Beddy,bedding,dog,54.95
10303291,2.87664E+11,1003875,19:32.3,2021,3,7,7,1,22,California,9.95,All Veggie Yummies,treat,dog,9.95
10303301,3.44934E+11,1003883,20:52.2,2021,3,7,7,1,20,Pennsylvania,24.95,Fetch Blaster,toy,dog,24.95
10303301,9.04582E+11,1003883,20:52.2,2021,3,7,7,2,20,Pennsylvania,12.97,Whole Chemistry Recipe,food,dog,25.94
10303260,2.87664E+11,1003849,33:09.7,2021,3,7,7,3,31,Pennsylvania,9.95,All Veggie Yummies,treat,dog,29.85
10303320,7.17036E+11,1003897,36:15.1,2021,3,7,7,1,29,New Jersey,60.99,Reddy Beddy,bedding,dog,60.99
10303320,3.74613E+11,1003897,36:15.1,2021,3,7,7,2,29,New Jersey,10.97,Chewie Dental,treat,dog,21.94
10303272,9.04582E+11,1003860,36:50.0,2021,3,7,7,1,49,Pennsylvania,12.97,Whole Chemistry Recipe,food,dog,12.97
10303324,3.44539E+11,1003901,40:57.1,2021,3,7,7,1,30,Pennsylvania,19.99,Feline Fix Mix,treat,cat,19.99
10303270,3.74613E+11,1003858,42:31.4,2021,3,7,7,2,39,Washington,10.97,Chewie Dental,treat,dog,21.94
10303316,1.4016E+11,1003895,44:53.9,2021,3,7,7,3,28,New Jersey,48.95,Snoozer Essentails,bedding,dog,146.85
10303322,3.44539E+11,1003899,46:02.6,2021,3,7,7,1,20,Massachusetts,19.99,Feline Fix Mix,treat,cat,19.99
10303271,9.04582E+11,1003859,48:26.2,2021,3,7,7,1,36,Pennsylvania,12.97,Whole Chemistry Recipe,food,dog,12.97
10303337,8.45773E+11,1003913,48:29.1,2021,3,7,7,1,30,Arizona,12.99,Purr Mix,food,cat,12.99
10303313,2.42314E+11,1003893,48:36.4,2021,3,7,7,1,24,Pennsylvania,65.99,Reddy Beddy,bedding,dog,65.99
10303285,4.83326E+11,1003870,48:44.5,2021,3,7,7,1,22,Pennsylvania,10.99,The New Bone,food,dog,10.99
10303328,1.00469E+11,1003905,57:13.0,2021,3,7,7,2,36,Massachusetts,18.95,Tuna Tasties,treat,cat,37.9
10303328,2.87664E+11,1003905,57:13.0,2021,3,7,7,1,36,Massachusetts,9.95,All Veggie Yummies,treat,dog,9.95
10303319,73201504044,1002305,57:57.1,2021,3,7,7,1,29,Pennsylvania,18.95,Purrfect Puree,treat,cat,18.95
10303333,3.44539E+11,1003909,02:22.2,2021,3,7,7,1,36,Pennsylvania,19.99,Feline Fix Mix,treat,cat,19.99
10303333,7.17036E+11,1003909,02:22.2,2021,3,7,7,2,36,Pennsylvania,60.99,Reddy Beddy,bedding,dog,121.98
10303295,9.69569E+11,1003879,03:34.1,2021,3,7,7,1,26,New Jersey,32.99,Foozy Mouse,toy,cat,32.99
10303277,4.25361E+11,1003863,05:59.2,2021,3,7,7,1,26,South Dakota,15.99,Snack-em Fish,treat,cat,15.99
10303277,9.04582E+11,1003863,05:59.2,2021,3,7,7,2,26,South Dakota,12.97,Whole Chemistry Recipe,food,dog,25.94
10303276,7.19638E+11,1003499,09:14.9,2021,3,7,7,1,35,Maryland,72.99,Cat Cave,bedding,cat,72.99
10303326,4.69757E+11,1003903,16:21.6,2021,3,7,7,1,30,Texas,35.99,Kitty Climber,toy,cat,35.99
10303287,4.69757E+11,1003872,16:41.3,2021,3,7,7,1,40,New York,35.99,Kitty Climber,toy,cat,35.99
10303287,73201504044,1003872,16:41.3,2021,3,7,7,2,40,New York,18.95,Purrfect Puree,treat,cat,37.9
10303287,7.19638E+11,1003872,16:41.3,2021,3,7,7,3,40,New York,72.99,Cat Cave,bedding,cat,218.97
10303321,5.75411E+11,1003898,21:35.9,2021,3,7,7,1,25,New York,21.95,Chomp-a Plush,toy,dog,21.95
10303336,5.21244E+11,1003912,47:04.9,2021,3,7,7,1,23,Ohio,54.95,Reddy Beddy,bedding,dog,54.95
10303296,7.17036E+11,1003880,59:30.4,2021,3,7,7,1,30,New York,60.99,Reddy Beddy,bedding,dog,60.99
10303267,6.21046E+11,1003856,04:28.0,2021,3,7,7,1,34,New York,22.99,Tug-a-Back,toy,dog,22.99
10303259,8.32879E+11,1002950,12:32.8,2021,3,7,7,1,31,Florida,45.99,Snoozer Hammock,bedding,cat,45.99
10303297,5.21244E+11,1003881,17:59.8,2021,3,7,7,1,29,Washington,54.95,Reddy Beddy,bedding,dog,54.95
10303269,2.87664E+11,1002545,20:25.9,2021,3,7,7,1,24,New York,9.95,All Veggie Yummies,treat,dog,9.95
10303278,3.74613E+11,1003864,33:04.0,2021,3,7,7,1,37,Louisiana,10.97,Chewie Dental,treat,dog,10.97
10303278,2.42314E+11,1003864,33:04.0,2021,3,7,7,1,37,Louisiana,65.99,Reddy Beddy,bedding,dog,65.99
10303323,4.41531E+11,1003900,37:26.1,2021,3,7,7,3,27,North Carolina,28.45,Ball and String,toy,cat,85.35
10303305,6.21046E+11,1003887,46:45.4,2021,3,7,7,1,26,New York,22.99,Tug-a-Back,toy,dog,22.99
10303305,3.44539E+11,1003887,46:45.4,2021,3,7,7,1,26,New York,19.99,Feline Fix Mix,treat,cat,19.99
10303305,8.45773E+11,1003887,46:45.4,2021,3,7,7,1,26,New York,12.99,Purr Mix,food,cat,12.99
10303332,7.33427E+11,1003908,06:17.8,2021,3,7,7,1,31,Kansas,18.95,Yum Fish-Dish,food,cat,18.95
10303329,3.74613E+11,1003906,06:28.2,2021,3,7,7,1,25,New York,10.97,Chewie Dental,treat,dog,10.97
10303268,7.17036E+11,1003857,43:05.8,2021,3,7,7,1,24,Tennessee,60.99,Reddy Beddy,bedding,dog,60.99
10303315,8.32879E+11,1003894,02:55.7,2021,3,7,7,1,29,New Jersey,45.99,Snoozer Hammock,bedding,cat,45.99
10303306,8.32879E+11,1003888,07:10.4,2021,3,7,7,1,25,Connecticut,45.99,Snoozer Hammock,bedding,cat,45.99
10303306,4.25361E+11,1003888,07:10.4,2021,3,7,7,1,25,Connecticut,15.99,Snack-em Fish,treat,cat,15.99
10303306,5.75411E+11,1003888,07:10.4,2021,3,7,7,1,25,Connecticut,21.95,Chomp-a Plush,toy,dog,21.95
10303282,8.45773E+11,1003867,28:04.2,2021,3,7,7,1,31,Pennsylvania,12.99,Purr Mix,food,cat,12.99
10303282,7.04773E+11,1003867,28:04.2,2021,3,7,7,2,31,Pennsylvania,35.98,Scratchy Post,toy,cat,71.96
10303330,3.74613E+11,1002653,52:46.1,2021,3,7,7,1,43,Pennsylvania,10.97,Chewie Dental,treat,dog,10.97
10303424,3.44934E+11,1003983,33:43.0,2021,3,8,8,1,21,New York,24.95,Fetch Blaster,toy,dog,24.95
10303359,3.74613E+11,1003930,16:22.5,2021,3,8,8,1,22,New York,10.97,Chewie Dental,treat,dog,10.97
10303359,4.41531E+11,1003930,16:22.5,2021,3,8,8,1,22,New York,28.45,Ball and String,toy,cat,28.45
10303352,7.04773E+11,1003925,34:46.0,2021,3,8,8,1,35,Florida,35.98,Scratchy Post,toy,cat,35.98
10303405,3.74613E+11,1003966,38:12.4,2021,3,8,8,1,24,Pennsylvania,10.97,Chewie Dental,treat,dog,10.97
10303405,7.17036E+11,1003966,38:12.4,2021,3,8,8,1,24,Pennsylvania,60.99,Reddy Beddy,bedding,dog,60.99
10303405,3.44539E+11,1003966,38:12.4,2021,3,8,8,1,24,Pennsylvania,19.99,Feline Fix Mix,treat,cat,19.99
10303356,1.00469E+11,1003927,38:50.1,2021,3,8,8,2,26,Pennsylvania,18.95,Tuna Tasties,treat,cat,37.9
10303409,1.00469E+11,1003970,49:36.3,2021,3,8,8,1,24,Pennsylvania,18.95,Tuna Tasties,treat,cat,18.95
10303389,2.42314E+11,1003953,07:00.1,2021,3,8,8,1,25,Pennsylvania,65.99,Reddy Beddy,bedding,dog,65.99
10303380,7.33427E+11,1003945,10:05.3,2021,3,8,8,3,38,Pennsylvania,18.95,Yum Fish-Dish,food,cat,56.85
10303346,3.74613E+11,1003919,21:09.1,2021,3,8,8,1,26,Pennsylvania,10.97,Chewie Dental,treat,dog,10.97
10303346,8.32879E+11,1003919,21:09.1,2021,3,8,8,1,26,Pennsylvania,45.99,Snoozer Hammock,bedding,cat,45.99
10303350,7.33427E+11,1003923,22:14.5,2021,3,8,8,1,23,Connecticut,18.95,Yum Fish-Dish,food,cat,18.95
10303350,8.45773E+11,1003923,22:14.5,2021,3,8,8,1,23,Connecticut,12.99,Purr Mix,food,cat,12.99
10303408,4.69757E+11,1003969,29:23.0,2021,3,8,8,2,31,Illinois,35.99,Kitty Climber,toy,cat,71.98
10303408,3.44934E+11,1003969,29:23.0,2021,3,8,8,1,31,Illinois,24.95,Fetch Blaster,toy,dog,24.95
10303392,7.04773E+11,1002380,37:02.1,2021,3,8,8,2,25,New Jersey,35.98,Scratchy Post,toy,cat,71.96
10303351,9.04582E+11,1003924,45:46.7,2021,3,8,8,2,30,New Jersey,12.97,Whole Chemistry Recipe,food,dog,25.94
10303351,8.32879E+11,1003924,45:46.7,2021,3,8,8,1,30,New Jersey,45.99,Snoozer Hammock,bedding,cat,45.99
10303386,4.83326E+11,1003950,55:31.4,2021,3,8,8,1,27,Texas,10.99,The New Bone,food,dog,10.99
10303353,9.04582E+11,1001777,59:50.0,2021,3,8,8,1,35,Michigan,12.97,Whole Chemistry Recipe,food,dog,12.97
10303385,9.69569E+11,1003949,08:08.4,2021,3,8,8,1,40,New Jersey,32.99,Foozy Mouse,toy,cat,32.99
10303421,6.21046E+11,1003981,14:38.3,2021,3,8,8,1,38,Maryland,22.99,Tug-a-Back,toy,dog,22.99
10303370,7.33427E+11,1003939,17:55.1,2021,3,8,8,1,22,New York,18.95,Yum Fish-Dish,food,cat,18.95
10303370,1.4016E+11,1003939,17:55.1,2021,3,8,8,1,22,New York,48.95,Snoozer Essentails,bedding,dog,48.95
10303357,3.44539E+11,1003928,24:15.4,2021,3,8,8,1,22,New Jersey,19.99,Feline Fix Mix,treat,cat,19.99
10303418,7.33427E+11,1003978,46:37.9,2021,3,8,8,1,21,New York,18.95,Yum Fish-Dish,food,cat,18.95
10303415,73201504044,1003976,51:15.9,2021,3,8,8,1,27,New York,18.95,Purrfect Puree,treat,cat,18.95
10303415,3.74613E+11,1003976,51:15.9,2021,3,8,8,1,27,New York,10.97,Chewie Dental,treat,dog,10.97
10303394,1.00469E+11,1003957,51:28.5,2021,3,8,8,1,23,Massachusetts,18.95,Tuna Tasties,treat,cat,18.95
10303375,8.45773E+11,1003943,54:16.4,2021,3,8,8,1,27,New Jersey,12.99,Purr Mix,food,cat,12.99
10303363,73201504044,1003933,55:50.9,2021,3,8,8,1,27,New Jersey,18.95,Purrfect Puree,treat,cat,18.95
10303363,8.32879E+11,1003933,55:50.9,2021,3,8,8,2,27,New Jersey,45.99,Snoozer Hammock,bedding,cat,91.98
10303348,5.21244E+11,1003921,57:08.7,2021,3,8,8,1,22,New Hampshire,54.95,Reddy Beddy,bedding,dog,54.95
10303339,1.00469E+11,1001867,04:38.3,2021,3,8,8,2,33,New York,18.95,Tuna Tasties,treat,cat,37.9
10303339,4.41531E+11,1001867,04:38.3,2021,3,8,8,1,33,New York,28.45,Ball and String,toy,cat,28.45
10303349,2.87664E+11,1003922,06:34.0,2021,3,8,8,1,38,Texas,9.95,All Veggie Yummies,treat,dog,9.95
10303349,7.04773E+11,1003922,06:34.0,2021,3,8,8,1,38,Texas,35.98,Scratchy Post,toy,cat,35.98
10303360,4.25361E+11,1003931,06:39.3,2021,3,8,8,1,21,New York,15.99,Snack-em Fish,treat,cat,15.99
10303410,1.4016E+11,1003971,07:43.5,2021,3,8,8,1,32,New Jersey,48.95,Snoozer Essentails,bedding,dog,48.95
10303410,9.04582E+11,1003971,07:43.5,2021,3,8,8,1,32,New Jersey,12.97,Whole Chemistry Recipe,food,dog,12.97
10303410,1.00469E+11,1003971,07:43.5,2021,3,8,8,1,32,New Jersey,18.95,Tuna Tasties,treat,cat,18.95
10303404,4.69757E+11,1003965,08:22.4,2021,3,8,8,2,38,New Jersey,35.99,Kitty Climber,toy,cat,71.98
10303401,8.45773E+11,1003963,11:44.4,2021,3,8,8,1,33,Georgia,12.99,Purr Mix,food,cat,12.99
10303419,7.33427E+11,1003979,13:34.9,2021,3,8,8,1,29,New Jersey,18.95,Yum Fish-Dish,food,cat,18.95
10303411,2.42314E+11,1003972,14:37.8,2021,3,8,8,2,34,New Jersey,65.99,Reddy Beddy,bedding,dog,131.98
10303428,8.32879E+11,1003987,21:21.1,2021,3,8,8,1,25,New York,45.99,Snoozer Hammock,bedding,cat,45.99
10303428,2.87664E+11,1003987,21:21.1,2021,3,8,8,1,25,New York,9.95,All Veggie Yummies,treat,dog,9.95
10303383,4.69757E+11,1003948,24:02.9,2021,3,8,8,1,25,Texas,35.99,Kitty Climber,toy,cat,35.99
10303381,5.21244E+11,1003946,25:46.1,2021,3,8,8,2,33,New Jersey,54.95,Reddy Beddy,bedding,dog,109.9
10303378,7.33427E+11,1002276,26:02.6,2021,3,8,8,1,20,South Dakota,18.95,Yum Fish-Dish,food,cat,18.95
10303372,7.04773E+11,1003941,27:28.7,2021,3,8,8,2,24,New York,35.98,Scratchy Post,toy,cat,71.96
10303364,3.44539E+11,1001418,28:13.0,2021,3,8,8,2,24,New York,19.99,Feline Fix Mix,treat,cat,39.98
10303390,7.04773E+11,1003954,33:42.7,2021,3,8,8,1,31,Pennsylvania,35.98,Scratchy Post,toy,cat,35.98
10303390,4.41531E+11,1003954,33:42.7,2021,3,8,8,1,31,Pennsylvania,28.45,Ball and String,toy,cat,28.45
10303382,9.04582E+11,1003947,36:46.5,2021,3,8,8,1,24,Florida,12.97,Whole Chemistry Recipe,food,dog,12.97
10303398,5.21244E+11,1003960,37:22.1,2021,3,8,8,1,34,Pennsylvania,54.95,Reddy Beddy,bedding,dog,54.95
10303398,6.21046E+11,1003960,37:22.1,2021,3,8,8,1,34,Pennsylvania,22.99,Tug-a-Back,toy,dog,22.99
10303398,8.45773E+11,1003960,37:22.1,2021,3,8,8,1,34,Pennsylvania,12.99,Purr Mix,food,cat,12.99
10303399,7.17036E+11,1003961,39:58.5,2021,3,8,8,1,35,Pennsylvania,60.99,Reddy Beddy,bedding,dog,60.99
10303399,8.32879E+11,1003961,39:58.5,2021,3,8,8,1,35,Pennsylvania,45.99,Snoozer Hammock,bedding,cat,45.99
10303361,7.17036E+11,1002070,43:12.9,2021,3,8,8,2,31,New Jersey,60.99,Reddy Beddy,bedding,dog,121.98
10303423,7.17036E+11,1003982,44:41.3,2021,3,8,8,1,47,New Jersey,60.99,Reddy Beddy,bedding,dog,60.99
10303412,2.42314E+11,1003973,47:19.0,2021,3,8,8,1,22,New Jersey,65.99,Reddy Beddy,bedding,dog,65.99
10303338,7.19638E+11,1003275,48:34.0,2021,3,8,8,3,28,New York,72.99,Cat Cave,bedding,cat,218.97
10303355,8.45773E+11,1003926,49:42.5,2021,3,8,8,1,49,New York,12.99,Purr Mix,food,cat,12.99
10303396,73201504044,1002486,50:37.1,2021,3,8,8,1,38,Florida,18.95,Purrfect Puree,treat,cat,18.95
10303391,1.00469E+11,1003955,01:45.5,2021,3,8,8,1,23,Pennsylvania,18.95,Tuna Tasties,treat,cat,18.95
10303391,3.44539E+11,1003955,01:45.5,2021,3,8,8,4,23,Pennsylvania,19.99,Feline Fix Mix,treat,cat,79.96
10303391,4.69757E+11,1003955,01:45.5,2021,3,8,8,1,23,Pennsylvania,35.99,Kitty Climber,toy,cat,35.99
10303379,7.33427E+11,1003944,06:59.2,2021,3,8,8,1,26,Pennsylvania,18.95,Yum Fish-Dish,food,cat,18.95
10303379,4.83326E+11,1003944,06:59.2,2021,3,8,8,1,26,Pennsylvania,10.99,The New Bone,food,dog,10.99
10303384,4.25361E+11,1002079,11:56.3,2021,3,8,8,1,49,Illinois,15.99,Snack-em Fish,treat,cat,15.99
10303374,5.75411E+11,1003843,12:22.4,2021,3,8,8,1,28,Florida,21.95,Chomp-a Plush,toy,dog,21.95
10303354,3.44539E+11,1002576,12:49.1,2021,3,8,8,2,31,Wisconsin,19.99,Feline Fix Mix,treat,cat,39.98
10303422,3.44539E+11,1003001,13:34.2,2021,3,8,8,2,27,Pennsylvania,19.99,Feline Fix Mix,treat,cat,39.98
10303342,9.04582E+11,1003916,20:19.4,2021,3,8,8,2,22,Virginia,12.97,Whole Chemistry Recipe,food,dog,25.94
10303420,3.44539E+11,1003980,23:16.7,2021,3,8,8,1,30,New York,19.99,Feline Fix Mix,treat,cat,19.99
10303400,8.32879E+11,1003962,24:39.3,2021,3,8,8,1,37,New York,45.99,Snoozer Hammock,bedding,cat,45.99
10303402,7.17036E+11,1003964,26:20.8,2021,3,8,8,1,28,Pennsylvania,60.99,Reddy Beddy,bedding,dog,60.99
10303358,4.83326E+11,1003929,27:33.2,2021,3,8,8,1,28,New York,10.99,The New Bone,food,dog,10.99
10303365,7.33427E+11,1003934,30:20.6,2021,3,8,8,2,28,New York,18.95,Yum Fish-Dish,food,cat,37.9
10303340,7.04773E+11,1003914,38:05.4,2021,3,8,8,2,26,New York,35.98,Scratchy Post,toy,cat,71.96
10303340,3.74613E+11,1003914,38:05.4,2021,3,8,8,2,26,New York,10.97,Chewie Dental,treat,dog,21.94
10303367,5.21244E+11,1003936,45:34.3,2021,3,8,8,1,40,Kentucky,54.95,Reddy Beddy,bedding,dog,54.95
10303387,1.00469E+11,1003951,48:31.9,2021,3,8,8,1,22,Pennsylvania,18.95,Tuna Tasties,treat,cat,18.95
10303395,1.00469E+11,1003958,49:44.2,2021,3,8,8,1,34,Connecticut,18.95,Tuna Tasties,treat,cat,18.95
10303369,73201504044,1003938,54:11.3,2021,3,8,8,1,23,New Jersey,18.95,Purrfect Puree,treat,cat,18.95
10303369,7.19638E+11,1003938,54:11.3,2021,3,8,8,1,23,New Jersey,72.99,Cat Cave,bedding,cat,72.99
10303369,5.75411E+11,1003938,54:11.3,2021,3,8,8,1,23,New Jersey,21.95,Chomp-a Plush,toy,dog,21.95
10303407,3.44934E+11,1003968,56:21.4,2021,3,8,8,1,28,New Jersey,24.95,Fetch Blaster,toy,dog,24.95
10303376,9.04582E+11,1001766,00:23.4,2021,3,8,8,1,28,Pennsylvania,12.97,Whole Chemistry Recipe,food,dog,12.97
10303425,4.41531E+11,1003984,01:46.0,2021,3,8,8,1,21,Pennsylvania,28.45,Ball and String,toy,cat,28.45
10303426,8.32879E+11,1003985,05:43.6,2021,3,8,8,1,32,California,45.99,Snoozer Hammock,bedding,cat,45.99
